"","item_id","image_id","name","description","category","category_name"
26,1,"IP000000200","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
27,1,"IP000000205","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
28,1,"IP000000209","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
29,1,"IP000000212","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
30,1,"IP000000216","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
31,1,"IP000000225","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
32,1,"IP000000227","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
33,1,"IP000000249","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
34,1,"IP000000253","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
35,1,"IP000000257","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
36,1,"IP000000272","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
37,1,"IP000000274","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
38,1,"IP000000278","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
39,1,"IP000000279","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
40,1,"IP000000280","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
41,1,"IP000000281","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
42,1,"IP000000283","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
43,1,"IP000000285","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
44,1,"IP000000289","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
45,1,"IP000000291","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
46,1,"IP000000298","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
47,1,"IP000000300","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
48,1,"IP000000302","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
49,1,"IP000000303","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
50,1,"IP000000304","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
51,1,"IP000000305","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
52,1,"IP000000306","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
53,1,"IP000000307","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
54,1,"IP000000308","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
55,1,"IP000000309","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
56,1,"IP000000311","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
57,1,"IP000000314","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
58,1,"IP000000318","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
59,1,"IP000000319","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
60,1,"IP000000320","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
61,1,"IP000000321","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
62,1,"IP000000322","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
63,1,"IP000000352","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
64,1,"IP000000353","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
65,1,"IP000000354","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
66,1,"IP000000375","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
67,1,"IP000000377","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
68,1,"IP000000378","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
69,1,"IP000000383","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
70,1,"IP000000388","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
71,1,"IP000000389","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
72,1,"IP000000406","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
73,1,"IP000000409","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
74,1,"IP000000432","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
75,1,"IP000000443","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
76,1,"IP000000446","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
77,1,"IP000000466","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
78,1,"IP000000474","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
79,1,"IP000000488","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
80,1,"IP000000490","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
81,1,"IP000000523","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
82,1,"IP000000532","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
83,1,"IP000000538","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
84,1,"IP000000539","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
85,1,"IP000000546","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
86,1,"IP000000552","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
87,1,"IP000000567","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
88,1,"IP000000570","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
89,1,"IP000000573","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
90,1,"IP000000576","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
91,1,"IP000000588","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
92,1,"IP000000593","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
93,1,"IP000000596","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
94,1,"IP000000605","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
95,1,"IP000000610","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
96,1,"IP000000619","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
97,1,"IP000000623","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
98,1,"IP000000627","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
99,1,"IP000000632","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
100,1,"IP000000647","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
101,1,"IP000000652","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
102,1,"IP000000657","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
103,1,"IP000000669","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
104,1,"IP000000689","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
105,1,"IP000000693","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
106,1,"IP000000696","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
107,1,"IP000000706","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
108,1,"IP000000713","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
109,1,"IP000000714","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
110,1,"IP000000724","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
111,1,"IP000000726","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
112,1,"IP000000742","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
113,1,"IP000000780","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
114,1,"IP000000782","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
115,1,"IP000000788","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
116,1,"IP000000795","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
117,1,"IP000000798","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
118,1,"IP000000803","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
119,1,"IP000000810","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
120,1,"IP000000822","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
121,1,"IP000000823","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
122,1,"IP000000826","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
123,1,"IP000000827","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
124,1,"IP000000829","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
125,1,"IP000000854","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
126,1,"IP000000857","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
127,1,"IP000000883","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
128,1,"IP000000884","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
129,1,"IP000000908","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
130,1,"IP000000937","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
131,1,"IP000000939","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
132,1,"IP000000981","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
133,1,"IP000000982","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
134,1,"IP000001028","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
135,1,"IP000001033","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
136,1,"IP000001048","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
137,1,"IP000001105","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
138,1,"IP000001107","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
139,1,"IP000001108","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
140,1,"IP000001113","Cnaphalocrocis_medinalis","A photo of Rice leaf roller",1,"Rice leaf roller"
141,2,"IP001000005","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
142,2,"IP001000012","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
143,2,"IP001000016","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
144,2,"IP001000029","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
145,2,"IP001000031","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
146,2,"IP001000032","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
147,2,"IP001000043","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
148,2,"IP001000049","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
149,2,"IP001000057","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
150,2,"IP001000070","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
151,2,"IP001000071","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
152,2,"IP001000074","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
153,2,"IP001000076","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
154,2,"IP001000079","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
155,2,"IP001000081","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
156,2,"IP001000084","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
157,2,"IP001000085","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
158,2,"IP001000088","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
159,2,"IP001000090","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
160,2,"IP001000094","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
161,2,"IP001000107","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
162,2,"IP001000108","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
163,2,"IP001000135","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
164,2,"IP001000149","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
165,2,"IP001000179","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
166,2,"IP001000183","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
167,2,"IP001000185","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
168,2,"IP001000189","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
169,2,"IP001000191","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
170,2,"IP001000193","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
171,2,"IP001000200","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
172,2,"IP001000201","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
173,2,"IP001000209","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
174,2,"IP001000214","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
175,2,"IP001000219","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
176,2,"IP001000222","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
177,2,"IP001000223","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
178,2,"IP001000232","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
179,2,"IP001000256","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
180,2,"IP001000262","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
181,2,"IP001000265","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
182,2,"IP001000267","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
183,2,"IP001000277","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
184,2,"IP001000279","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
185,2,"IP001000280","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
186,2,"IP001000281","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
187,2,"IP001000282","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
188,2,"IP001000284","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
189,2,"IP001000285","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
190,2,"IP001000300","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
191,2,"IP001000305","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
192,2,"IP001000309","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
193,2,"IP001000314","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
194,2,"IP001000317","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
195,2,"IP001000326","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
196,2,"IP001000327","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
197,2,"IP001000333","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
198,2,"IP001000336","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
199,2,"IP001000337","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
200,2,"IP001000339","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
201,2,"IP001000341","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
202,2,"IP001000344","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
203,2,"IP001000347","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
204,2,"IP001000369","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
205,2,"IP001000371","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
206,2,"IP001000372","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
207,2,"IP001000373","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
208,2,"IP001000375","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
209,2,"IP001000378","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
210,2,"IP001000381","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
211,2,"IP001000382","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
212,2,"IP001000384","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
213,2,"IP001000385","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
214,2,"IP001000389","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
215,2,"IP001000390","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
216,2,"IP001000392","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
217,2,"IP001000393","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
218,2,"IP001000395","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
219,2,"IP001000396","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
220,2,"IP001000400","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
221,2,"IP001000417","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
222,2,"IP001000418","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
223,2,"IP001000419","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
224,2,"IP001000438","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
225,2,"IP001000441","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
226,2,"IP001000455","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
227,2,"IP001000460","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
228,2,"IP001000465","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
229,2,"IP001000482","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
230,2,"IP001000483","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
231,2,"IP001000486","Cnaphalocrocis_medinalis","A photo of Rice leaf caterpillar",2,"Rice leaf caterpillar"
232,3,"IP002000013","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
233,3,"IP002000015","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
234,3,"IP002000022","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
235,3,"IP002000038","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
236,3,"IP002000059","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
237,3,"IP002000069","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
238,3,"IP002000075","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
239,3,"IP002000093","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
240,3,"IP002000105","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
241,3,"IP002000111","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
242,3,"IP002000113","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
243,3,"IP002000149","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
244,3,"IP002000158","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
245,3,"IP002000160","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
246,3,"IP002000168","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
247,3,"IP002000184","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
248,3,"IP002000187","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
249,3,"IP002000250","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
250,3,"IP002000255","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
251,3,"IP002000257","Chlorops oryzae","A photo of Paddy stem maggot",3,"Paddy stem maggot"
252,4,"IP003000008","Chilo_suppressalis","A photo of Asiatic rice borer",4,"Asiatic rice borer"
253,4,"IP003000012","Chilo_suppressalis","A photo of Asiatic rice borer",4,"Asiatic rice borer"
